sample_name	Class
DATA.910705	0
DATA.910850	0
DATA.753548	0
DATA.906838	0
DATA.906851	0
DATA.684052	0
DATA.910919	0
DATA.910941	0
DATA.906827	0
DATA.687596	0
DATA.908125	0
DATA.909743	0
DATA.753572	0
DATA.909976	0
DATA.909720	0
DATA.907290	0
DATA.907176	0
DATA.905960	0
DATA.724872	0
DATA.1240166	0
DATA.909757	0
DATA.753559	0
DATA.907270	0
DATA.909713	0
DATA.909732	0
DATA.1298216	0
DATA.1327766	0
DATA.910779	0
DATA.713880	0
DATA.905965	0
DATA.753569	0
DATA.753612	0
DATA.1240215	0
DATA.907274	0
DATA.949153	0
DATA.1240153	0
DATA.724878	0
DATA.1240154	0
DATA.753564	0
DATA.753610	0
DATA.753563	0
DATA.753565	0
DATA.907170	0
DATA.906862	0
DATA.905938	0
DATA.1303900	0
DATA.684059	0
DATA.1295741	0
DATA.949166	0
DATA.907072	0
DATA.1240149	0
DATA.905971	0
DATA.1290769	0
DATA.907051	0
DATA.949164	0
DATA.910851	0
DATA.753532	0
DATA.1240145	0
DATA.1290908	0
DATA.905948	0
DATA.905952	0
DATA.949161	0
DATA.749711	0
DATA.907056	0
DATA.906791	0
DATA.910568	0
DATA.1297446	0
DATA.907048	0
DATA.906846	0
DATA.1240121	0
DATA.907071	0
DATA.753605	0
DATA.925341	0
DATA.949174	0
DATA.1330985	0
DATA.688011	0
DATA.1330982	0
DATA.1240189	0
DATA.722066	0
DATA.908158	0
DATA.949178	0
DATA.909737	0
DATA.908474	0
DATA.1240190	0
DATA.908445	0
DATA.688025	0
DATA.724825	0
DATA.908159	0
DATA.908448	0
DATA.688006	0
DATA.1298352	0
DATA.687812	0
DATA.688026	0
DATA.688027	0
DATA.908451	0
DATA.1298358	0
DATA.687819	0
DATA.908459	0
DATA.910930	0
DATA.905942	0
DATA.753607	0
DATA.908454	0
DATA.910904	0
DATA.688014	0
DATA.924241	0
DATA.905955	0
DATA.905957	0
DATA.713869	0
DATA.1322212	0
DATA.1330975	0
DATA.907273	0
DATA.687787	0
DATA.1330950	0
DATA.1240193	0
DATA.907791	0
DATA.908483	0
DATA.910942	0
DATA.909702	0
DATA.1331039	0
DATA.1297447	0
DATA.908144	0
DATA.1298347	0
DATA.687980	0
DATA.910937	0
DATA.908142	0
DATA.1297439	0
DATA.1297438	0
DATA.924240	0
DATA.1323913	0
DATA.1290725	0
DATA.908133	0
DATA.910780	0
DATA.908469	0
DATA.946358	0
DATA.910910	0
DATA.925340	0
DATA.905985	0
DATA.909262	0
DATA.724870	0
DATA.907280	0
DATA.909194	0
DATA.908135	0
DATA.1331040	0
DATA.909977	0
DATA.908481	0
DATA.910567	0
DATA.1331036	0
DATA.724828	0
DATA.687562	0
DATA.908468	0
DATA.1660036	0
DATA.1330942	0
DATA.1322224	0
DATA.909253	0
DATA.753620	0
DATA.1659818	0
DATA.907272	0
DATA.1298526	0
DATA.907278	0
DATA.905940	0
DATA.907788	0
DATA.907000	0
DATA.1240221	0
DATA.1298218	0
DATA.909735	0
DATA.1331045	0
DATA.687804	0
DATA.688023	0
DATA.906870	0
DATA.1240172	0
DATA.1290455	0
DATA.749717	0
DATA.724834	0
DATA.1327768	0
DATA.906828	0
DATA.908152	0
DATA.1303897	0
DATA.909769	0
DATA.908143	0
DATA.1509073	0
DATA.1327773	0
DATA.1479987	0
DATA.687600	0
DATA.688021	0
DATA.1480362	0
DATA.909776	0
DATA.924238	0
DATA.908145	0
DATA.1298157	0
DATA.1298533	0
ACH-000327	0
ACH-000792	0
ACH-000570	0
ACH-000769	0
ACH-000765	0
ACH-000008	0
ACH-000317	0
ACH-000678	0
ACH-000006	0
ACH-000465	0
ACH-000633	0
ACH-000785	0
ACH-000550	0
ACH-000627	0
ACH-000376	0
ACH-000880	0
ACH-000322	0
ACH-000552	0
ACH-000222	0
ACH-000260	0
ACH-000501	0
ACH-000344	0
ACH-000946	0
ACH-000632	0
ACH-000978	0
ACH-000368	0
ACH-000406	0
ACH-000098	0
ACH-000576	0
ACH-000019	0
ACH-000338	0
ACH-000914	0
ACH-000749	0
ACH-000868	0
ACH-000203	0
ACH-000485	0
ACH-000672	0
ACH-000530	0
ACH-000002	0
ACH-000459	0
ACH-000943	0
ACH-000751	0
ACH-001016	0
ACH-000722	0
ACH-000329	0
ACH-000897	0
ACH-000898	0
ACH-000484	0
ACH-000656	0
ACH-000226	0
ACH-000571	0
ACH-000293	0
ACH-000394	0
ACH-000204	0
ACH-000160	0
ACH-000763	0
ACH-000583	0
ACH-000712	0
ACH-000136	0
ACH-000440	0
ACH-000890	0
ACH-000027	0
ACH-000562	0
ACH-000748	0
ACH-000399	0
ACH-000148	0
ACH-000040	0
ACH-000370	0
ACH-000437	0
ACH-000889	0
ACH-000543	0
ACH-000924	0
ACH-000639	0
ACH-000218	0
ACH-000789	0
ACH-000180	0
ACH-000407	0
ACH-000439	0
ACH-000024	0
ACH-000670	0
ACH-000420	0
ACH-000336	0
ACH-000247	0
ACH-000947	0
ACH-000807	0
ACH-000479	0
ACH-000193	0
ACH-000146	0
ACH-000891	0
ACH-000707	0
ACH-000680	0
ACH-000118	0
ACH-000129	0
ACH-000597	0
ACH-000756	0
ACH-000371	0
ACH-000265	0
ACH-000132	0
ACH-000613	0
ACH-000348	0
ACH-000237	0
ACH-000393	0
ACH-000359	0
ACH-000621	0
ACH-000514	0
ACH-000043	0
ACH-000609	0
ACH-000956	0
ACH-000007	0
ACH-000028	0
ACH-000229	0
ACH-000252	0
ACH-001239	0
ACH-000803	0
ACH-000419	0
ACH-000522	0
ACH-000375	0
ACH-000654	0
ACH-000404	0
ACH-000090	0
ACH-000458	0
ACH-000821	0
ACH-000951	0
ACH-000547	0
ACH-000721	0
ACH-000050	0
ACH-000367	0
ACH-000424	0
ACH-000409	0
ACH-000232	0
ACH-000649	0
ACH-000086	0
ACH-000149	0
ACH-000227	0
ACH-000650	0
ACH-000239	0
ACH-000592	0
ACH-000577	0
ACH-000768	0
ACH-000387	0
ACH-000838	0
ACH-000822	0
ACH-000524	0
ACH-000903	0
ACH-000278	0
ACH-000120	0
ACH-000730	0
ACH-000802	0
ACH-001190	0
ACH-000867	0
ACH-000343	0
ACH-000774	0
ACH-000829	0
ACH-000810	0
ACH-000780	0
ACH-001275	0
ACH-000790	0
ACH-000883	0
ACH-000102	0
ACH-000378	0
ACH-000913	0
ACH-000767	0
ACH-000745	0
ACH-000395	0
ACH-000137	0
ACH-000308	0
ACH-000445	0
ACH-000418	0
ACH-000133	0
ACH-000306	0
ACH-000563	0
ACH-000316	0
ACH-000884	0
ACH-000473	0
ACH-000054	0
ACH-001318	0
ACH-000601	0
ACH-000630	0
ACH-000225	0
ACH-000319	0
ACH-000493	0
ACH-000042	0
ACH-000221	0
ACH-000904	0
ACH-000244	0
ACH-000255	0
ACH-000416	0
ACH-000752	0
ACH-000236	0
ACH-000205	0
ACH-000801	0
ACH-000464	0
ACH-000622	0
ACH-000365	0
ACH-000558	0
ACH-000953	0
ACH-000617	0
ACH-000468	0
ACH-001061	0
ACH-000536	0
ACH-000939	0
ACH-000325	0
ACH-000778	0
ACH-000743	0
ACH-000174	0
ACH-000813	0
ACH-000073	0
ACH-000212	0
ACH-000776	0
ACH-000274	0
ACH-000644	0
ACH-000219	0
ACH-000091	0
ACH-000431	0
ACH-000152	0
ACH-000607	0
ACH-000113	0
ACH-000598	0
ACH-000985	0
ACH-000298	0
ACH-000363	0
ACH-000970	0
ACH-000291	0
ACH-000555	0
ACH-000478	0
ACH-000775	0
ACH-000510	0
ACH-000513	0
ACH-000169	0
ACH-000067	0
ACH-000469	0
ACH-000579	0
ACH-000695	0
ACH-000502	0
ACH-000183	0
ACH-000788	0
ACH-000005	0
ACH-000122	0
ACH-000288	0
ACH-000357	0
ACH-000453	0
ACH-000791	0
ACH-000567	0
ACH-000885	0
ACH-000900	0
ACH-000217	0
ACH-000115	0
ACH-000320	0
ACH-000505	0
ACH-000781	0
ACH-000294	0
ACH-000422	0
ACH-000114	0
ACH-000402	0
ACH-000973	0
ACH-000750	0
ACH-000052	0
DATA.1240139	1
DATA.1290812	1
DATA.906861	1
DATA.1240137	1
DATA.753552	1
DATA.949158	1
DATA.924110	1
DATA.687452	1
DATA.905947	1
DATA.905975	1
DATA.908460	1
DATA.1303896	1
DATA.907320	1
DATA.908470	1
DATA.908465	1
DATA.909703	1
DATA.946359	1
DATA.910952	1
DATA.910079	1
DATA.1298151	1
DATA.753541	1
DATA.1240141	1
DATA.1290813	1
DATA.910695	1
DATA.908150	1
DATA.722045	1
DATA.1240136	1
DATA.925347	1
DATA.1240206	1
DATA.724866	1
DATA.925348	1
DATA.1240207	1
DATA.687798	1
DATA.909248	1
DATA.1240198	1
DATA.909704	1
DATA.905978	1
DATA.1298362	1
DATA.1240199	1
DATA.1524418	1
DATA.1240209	1
DATA.909699	1
DATA.753608	1
DATA.910899	1
DATA.1240200	1
DATA.909263	1
DATA.910931	1
DATA.910545	1
DATA.1240202	1
DATA.908472	1
DATA.687799	1
DATA.1524419	1
DATA.1298538	1
DATA.909701	1
DATA.1240204	1
DATA.1298348	1
DATA.1240185	1
DATA.925346	1
DATA.1298350	1
DATA.1298359	1
DATA.909250	1
DATA.753575	1
DATA.909975	1
DATA.907279	1
DATA.907796	1
DATA.1298226	1
DATA.1240174	1
DATA.924187	1
DATA.907319	1
DATA.753574	1
DATA.1327774	1
DATA.907786	1
DATA.1240169	1
DATA.906863	1
DATA.906872	1
DATA.907313	1
DATA.753570	1
DATA.907795	1
DATA.1330933	1
DATA.1298169	1
DATA.753578	1
DATA.724863	1
DATA.998189	1
DATA.907783	1
DATA.1240130	1
DATA.687514	1
DATA.753573	1
DATA.753582	1
DATA.907792	1
DATA.906869	1
DATA.908148	1
DATA.907317	1
DATA.687568	1
DATA.924250	1
DATA.753621	1
DATA.753623	1
DATA.909709	1
DATA.971777	1
DATA.1330947	1
DATA.1299081	1
DATA.753622	1
DATA.909738	1
DATA.908156	1
DATA.753595	1
DATA.909778	1
DATA.1240222	1
DATA.1240178	1
DATA.687592	1
DATA.946356	1
DATA.905959	1
DATA.905981	1
DATA.946354	1
DATA.1299064	1
DATA.1331038	1
DATA.753614	1
DATA.909708	1
DATA.735784	1
DATA.908138	1
DATA.909779	1
DATA.946355	1
DATA.687459	1
DATA.905954	1
DATA.753538	1
DATA.910924	1
DATA.905950	1
DATA.906763	1
DATA.905963	1
DATA.910689	1
DATA.910915	1
DATA.1290797	1
DATA.910936	1
DATA.949156	1
DATA.906800	1
DATA.910697	1
DATA.753534	1
DATA.906824	1
DATA.906805	1
DATA.946373	1
DATA.910922	1
DATA.910710	1
DATA.687505	1
DATA.906843	1
DATA.910925	1
DATA.753535	1
DATA.910700	1
DATA.753624	1
DATA.906821	1
DATA.924105	1
DATA.906837	1
DATA.906832	1
DATA.910921	1
DATA.905949	1
DATA.1240122	1
DATA.924107	1
DATA.906841	1
DATA.906852	1
DATA.905973	1
DATA.684072	1
DATA.1298215	1
DATA.1298141	1
DATA.1240146	1
DATA.1240219	1
DATA.907282	1
DATA.907062	1
DATA.924247	1
DATA.1327771	1
DATA.1327769	1
DATA.907171	1
DATA.909728	1
DATA.907066	1
DATA.753558	1
DATA.724869	1
DATA.909758	1
DATA.907287	1
DATA.910911	1
DATA.1299050	1
DATA.909726	1
DATA.907175	1
DATA.1240161	1
DATA.905968	1
DATA.910209	1
DATA.909724	1
DATA.1298222	1
DATA.1290922	1
DATA.1327765	1
DATA.1240162	1
DATA.753546	1
DATA.949165	1
DATA.749714	1
DATA.907053	1
DATA.907061	1
DATA.1298136	1
DATA.911905	1
DATA.753531	1
DATA.905970	1
DATA.907043	1
DATA.1240123	1
DATA.946367	1
DATA.924111	1
DATA.753549	1
DATA.1503370	1
DATA.907069	1
DATA.749715	1
DATA.753556	1
DATA.1247873	1
DATA.749716	1
DATA.907067	1
DATA.753555	1
DATA.910916	1
DATA.1503369	1
DATA.1240140	1
DATA.1240142	1
DATA.907289	1
DATA.949088	1
DATA.907047	1
DATA.1240183	1
DATA.687815	1
DATA.908444	1
DATA.908455	1
DATA.908449	1
DATA.908473	1
DATA.687800	1
DATA.687821	1
DATA.905967	1
DATA.1330984	1
DATA.909711	1
DATA.687807	1
DATA.908450	1
DATA.688018	1
DATA.688013	1
DATA.724874	1
DATA.908457	1
DATA.1509074	1
DATA.905990	1
DATA.1503362	1
DATA.687802	1
DATA.909746	1
DATA.949175	1
DATA.909748	1
DATA.909744	1
DATA.1240217	1
DATA.688031	1
DATA.949176	1
DATA.909751	1
DATA.1331035	1
DATA.1240191	1
DATA.908440	1
DATA.924244	1
DATA.1480364	1
DATA.1480374	1
DATA.1330964	1
DATA.1503364	1
DATA.724839	1
DATA.1298357	1
DATA.1240144	1
DATA.1331025	1
DATA.1503368	1
DATA.1240125	1
DATA.1303912	1
DATA.1298351	1
DATA.753579	1
DATA.909774	1
DATA.1480359	1
DATA.949090	1
DATA.749710	1
DATA.908123	1
DATA.1298537	1
DATA.1480358	1
DATA.1330941	1
DATA.753539	1
DATA.1479995	1
DATA.1503365	1
DATA.1660035	1
DATA.1295740	1
DATA.909974	1
DATA.924248	1
DATA.1659928	1
DATA.910702	1
DATA.907318	1
DATA.1659929	1
DATA.910935	1
DATA.906695	1
DATA.906693	1
DATA.1298531	1
DATA.1674021	1
DATA.688086	1
DATA.1524414	1
DATA.907275	1
DATA.1330973	1
DATA.1240220	1
DATA.1298145	1
DATA.753540	1
DATA.1298475	1
DATA.907790	1
DATA.908441	1
DATA.1660034	1
DATA.949162	1
DATA.1524417	1
DATA.949157	1
DATA.753561	1
DATA.910905	1
DATA.1299052	1
DATA.753604	1
DATA.1298476	1
DATA.1298156	1
DATA.753562	1
DATA.753585	1
DATA.949173	1
DATA.907269	1
DATA.906835	1
DATA.907314	1
DATA.1524415	1
DATA.905980	1
DATA.1240167	1
DATA.1330948	1
DATA.930082	1
DATA.1290768	1
DATA.1479988	1
DATA.1330994	1
DATA.1298160	1
DATA.925345	1
DATA.905989	1
DATA.753583	1
DATA.753577	1
DATA.1298365	1
DATA.1322218	1
DATA.722046	1
DATA.1659819	1
DATA.687448	1
DATA.946377	1
DATA.1298223	1
DATA.1240218	1
DATA.908458	1
ACH-001113	1
ACH-000461	1
ACH-000167	1
ACH-000154	1
ACH-000828	1
ACH-000606	1
ACH-000123	1
ACH-000723	1
ACH-000313	1
ACH-000728	1
ACH-000823	1
ACH-000754	1
ACH-000138	1
ACH-000917	1
ACH-000017	1
ACH-000587	1
ACH-000585	1
ACH-000941	1
ACH-000392	1
ACH-000685	1
ACH-000035	1
ACH-000894	1
ACH-000596	1
ACH-000578	1
ACH-000998	1
ACH-000441	1
ACH-000926	1
ACH-000481	1
ACH-000847	1
ACH-000832	1
ACH-000428	1
ACH-000544	1
ACH-000566	1
ACH-000209	1
ACH-000213	1
ACH-000732	1
ACH-000643	1
ACH-000287	1
ACH-000009	1
ACH-000877	1
ACH-001020	1
ACH-000012	1
ACH-000686	1
ACH-000360	1
ACH-000248	1
ACH-000282	1
ACH-000773	1
ACH-000857	1
ACH-001129	1
ACH-000545	1
ACH-000560	1
ACH-000619	1
ACH-000546	1
ACH-000153	1
ACH-000324	1
ACH-000070	1
ACH-000087	1
ACH-000758	1
ACH-000076	1
ACH-000509	1
ACH-000532	1
ACH-000326	1
ACH-000836	1
ACH-000726	1
ACH-000770	1
ACH-000507	1
ACH-000066	1
ACH-000022	1
ACH-000334	1
ACH-000519	1
ACH-000574	1
ACH-000503	1
ACH-000403	1
ACH-000736	1
ACH-000381	1
ACH-000553	1
ACH-000094	1
ACH-000719	1
ACH-000032	1
ACH-000865	1
ACH-000674	1
ACH-000793	1
ACH-000286	1
ACH-000139	1
ACH-000744	1
ACH-000486	1
ACH-000476	1
ACH-000853	1
ACH-000955	1
ACH-000675	1
ACH-000270	1
ACH-000683	1
ACH-000188	1
ACH-000415	1
ACH-000061	1
ACH-000369	1
ACH-000618	1
ACH-000614	1
ACH-000432	1
ACH-001086	1
ACH-000238	1
ACH-000051	1
ACH-000988	1
ACH-000652	1
ACH-000414	1
ACH-000472	1
ACH-000665	1
ACH-000518	1
ACH-000572	1
ACH-000786	1
ACH-000537	1
ACH-000724	1
ACH-000706	1
ACH-000548	1
ACH-000753	1
ACH-000735	1
ACH-000604	1
ACH-000195	1
ACH-000605	1
ACH-000241	1
ACH-000826	1
ACH-000950	1
ACH-000831	1
ACH-000806	1
ACH-000645	1
ACH-000142	1
ACH-000264	1
ACH-000809	1
ACH-000093	1
ACH-000957	1
ACH-000762	1
ACH-000859	1
ACH-000927	1
ACH-000918	1
ACH-000974	1
ACH-000243	1
ACH-000362	1
ACH-000843	1
ACH-000045	1
ACH-000741	1
ACH-000905	1
ACH-000026	1
ACH-000611	1
ACH-000411	1
ACH-000839	1
ACH-000021	1
ACH-000734	1
ACH-000963	1
ACH-000852	1
ACH-000448	1
ACH-000301	1
ACH-000976	1
ACH-000171	1
ACH-000173	1
ACH-000535	1
ACH-000178	1
ACH-001306	1
ACH-000011	1
ACH-000733	1
ACH-000141	1
ACH-000717	1
ACH-000488	1
ACH-000602	1
ACH-000201	1
ACH-000965	1
ACH-000715	1
ACH-000140	1
ACH-000693	1
ACH-000110	1
ACH-000451	1
ACH-000982	1
ACH-000454	1
ACH-000161	1
ACH-000916	1
ACH-000295	1
ACH-000837	1
ACH-000048	1
ACH-000463	1
ACH-000388	1
ACH-000861	1
ACH-000289	1
ACH-000635	1
ACH-000966	1
ACH-000624	1
ACH-000101	1
ACH-000198	1
ACH-000280	1
ACH-000892	1
ACH-000477	1
ACH-000746	1
ACH-000457	1
ACH-000862	1
ACH-000739	1
ACH-000860	1
ACH-000074	1
ACH-000377	1
ACH-000177	1
ACH-000335	1
ACH-000207	1
ACH-000995	1
ACH-000373	1
ACH-000846	1
ACH-000929	1
ACH-000948	1
ACH-000311	1
ACH-000456	1
ACH-000427	1
ACH-000919	1
ACH-000581	1
ACH-000220	1
ACH-000961	1
ACH-000825	1
ACH-000157	1
ACH-000958	1
ACH-000228	1
ACH-000266	1
ACH-000682	1
ACH-000521	1
ACH-000588	1
ACH-000849	1
ACH-000150	1
ACH-000911	1
ACH-000013	1
ACH-000777	1
ACH-000312	1
ACH-000869	1
ACH-000267	1
ACH-000489	1
ACH-000909	1
ACH-000534	1
ACH-000460	1
ACH-000986	1
ACH-000321	1
ACH-000771	1
ACH-000353	1
ACH-000350	1
ACH-000053	1
ACH-000663	1
ACH-000346	1
ACH-000794	1
ACH-000888	1
ACH-000030	1
ACH-000271	1
ACH-000549	1
ACH-000844	1
ACH-000925	1
ACH-000959	1
ACH-000796	1
ACH-000972	1
ACH-000466	1
ACH-001151	1
ACH-000015	1
ACH-000487	1
ACH-000782	1
ACH-000105	1
ACH-000666	1
ACH-000181	1
ACH-000996	1
ACH-000046	1
